dataset,class_name,sample_count
VSL,quả sầu riêng,1
VSL,quả thanh long,1
VSL,quả táo,2
VSL,quả vải,1
VSL,quả xoài,1
VSL,quả điều,2
VSL,quả đu đủ,3
VSL,quả đất,1
VSL,quả địa cầu,1
VSL,quả ổi,1
VSL,quả ớt,1
VSL,quảng cáo,1
VSL,quần bò,3
VSL,quần yếm,1
VSL,quần âu,1
VSL,quần đùi,1
VSL,quận,3
VSL,quốc ca,1
VSL,quốc gia,1
VSL,quốc hội,1
VSL,quốc khánh,1
VSL,quốc tế,1
VSL,quỳ,1
VSL,r,1
VSL,ra lệnh,1
VSL,ra ngoài,3
VSL,rau,1
VSL,rau bắp cải,1
VSL,rau cải,1
VSL,rau cải thảo,1
VSL,rau diếp cá,1
VSL,rau dền,1
VSL,rau mùng tơi,1
VSL,rau ngò/rau mùi,1
VSL,rau ngót,1
VSL,reo hò,1
VSL,ria mép,1
VSL,riêng biệt,1
VSL,riêng tư,1
VSL,rong biển,1
VSL,rong chơi,3
VSL,ru ngủ,1
VSL,ruộng bậc thang,1
VSL,ruột già,1
VSL,ruột non,1
VSL,rào chắn,1
VSL,rách,1
VSL,râu,1
VSL,rèn luyện,1
VSL,rèn sắt,1
VSL,rình mò,1
VSL,rìu,1
VSL,róc rách,1
VSL,rón rén,1
VSL,rõ ràng,2
VSL,rút gọn,1
VSL,rút gọn phân số,1
VSL,răng,1
VSL,răng cưa,1
VSL,răng hô,1
VSL,răng khểnh,1
VSL,rơi,1
VSL,rơm,1
VSL,rơm rớm,1
VSL,rước đèn,1
VSL,rưỡi,3
VSL,rượu,3
VSL,rạch,1
VSL,rạp chiếu phim,1
VSL,rắc rối,1
VSL,rằm trung thu,3
VSL,rẽ phải,1
VSL,rế,1
VSL,rễ chùm,1
VSL,rễ cây,1
VSL,rễ cọc,1
VSL,rổ,1
VSL,rộng lớn,1
VSL,rộng rãi,1
VSL,rụng tóc (đt),1
VSL,rừng núi,1
VSL,rừng rậm,1
VSL,rừng thưa,1
VSL,rửa bát,1
VSL,rửa chân,2
VSL,rửa mặt,2
VSL,rửa tay,1
VSL,rực rỡ,1
VSL,s,1
VSL,sa mạc,1
VSL,sa thải,1
VSL,san hô,1
VSL,san sẻ,1
VSL,sao,2
VSL,sao chép,1
VSL,sau,1
VSL,say sưa,1
VSL,sinh hoạt,1
VSL,sinh sản,3
VSL,sinh sống,1
VSL,sinh tố,1
VSL,"sinh tố (bơ, dâu,..)",1
VSL,sinh vật,1
VSL,sinh đôi,3
VSL,sinh đẻ,3
VSL,sinh động,1
VSL,siêng năng,1
VSL,siêu thị,1
VSL,siêu tốc,1
VSL,siêu âm,1
VSL,soi,1
VSL,son môi,1
VSL,song song,1
VSL,sum họp,1
VSL,suy nghĩ,2
VSL,suy ra (Toán học),1
VSL,suýt,3
VSL,suối,1
VSL,suỵt,1
VSL,sách,1
VSL,sách giáo khoa,1
VSL,sách toán,1
VSL,sáng,1
VSL,sáng chói,1
VSL,sáng kiến,1
VSL,sáng tạo,1
VSL,sáo,1
VSL,sân chơi,2
VSL,sân khấu,1
VSL,sân nhà,1
VSL,sân thượng,1
VSL,sân trường,3
VSL,sân vận động,1
VSL,sâu,1
VSL,sâu bọ,1
VSL,sâu răng,1
VSL,sâu thẳm,1
VSL,sóng biển,1
VSL,sóng thần,1
VSL,sông Hồng,1
VSL,súc miệng,1
VSL,súp,1
VSL,súp lơ,1
VSL,săn bắn,1
VSL,sĩ diện,2
VSL,sĩ quan,1
VSL,sơ mi,3
VSL,sơ đồ,2
VSL,sơn,1
VSL,sương gió,1
VSL,sườn,1
VSL,sản xuất,1
VSL,sấm chớp,1
VSL,sấm sét,1
VSL,sắp xếp,3
VSL,sắt,3
VSL,số La Mã (Toán học),1
VSL,số bé,1
VSL,số chín,1
VSL,số chẵn,1
VSL,số liền sau,1
VSL,số liền trước,1
VSL,số lẻ,1
VSL,số lớn,1
VSL,số thập phân,1
VSL,số đo,1
VSL,sống sót,3
VSL,sốt,1
VSL,sổ tay,1
VSL,sổ điểm danh,1
VSL,sổ đầu bài,1
VSL,sờ,1
VSL,sợ không?,1
VSL,sợi,1
VSL,sợi chỉ,1
VSL,sợi dây,1
VSL,sợi len,1
VSL,sụp đổ,1
VSL,sức khỏe,1
VSL,sừng,1
VSL,sừng bò,1
VSL,sừng trâu,1
VSL,sửa chữa,1
VSL,sữa,3
VSL,sữa bò,3
VSL,sữa bột,3
VSL,sữa dê,3
VSL,sữa hộp,3
VSL,sữa rửa mặt,1
VSL,sữa đặc,1
VSL,sự thật,1
VSL,t,3
VSL,tai,1
VSL,tai nạn,1
VSL,tai nạn giao thông,1
VSL,tam giác,1
VSL,taxi,1
VSL,tay,1
VSL,tay chân sạch sẽ,3
VSL,tay phải,1
VSL,tay trái,1
VSL,tha,1
VSL,tha mồi,1
VSL,tha thứ,3
VSL,tham dự,3
VSL,tham khảo,1
VSL,tham lam,1
VSL,tham quan,3
VSL,tham ăn,3
VSL,thanh niên,1
VSL,thao thức,1
VSL,theo dõi,1
VSL,theo đuổi,1
VSL,thi cử,3
VSL,thiu,1
VSL,thiên nhiên,1
VSL,thiên thần,1
VSL,thiên đình,1
VSL,thiếp mời,1
VSL,thiếp đi,1
VSL,thiết kế,3
VSL,thiếu nhi,1
VSL,thiếu niên,1
VSL,thiếu thốn,3
VSL,thiệp sinh nhật,3
VSL,thiệt thòi,1
VSL,thoát hiểm,1
VSL,thoăn thoắt,1
VSL,thu mua,1
VSL,thu nhỏ,1
VSL,thu thập,1
VSL,thung lũng,1
VSL,thuyết phục,1
VSL,thuyết trình,1
VSL,thuyền chài,1
VSL,thuyền rồng,1
VSL,thuê,3
VSL,thuận lợi,1
VSL,thuốc bắc,1
VSL,thuốc bổ,1
VSL,thuốc lá,1
VSL,thuộc lòng,1
VSL,thuộc địa,1
VSL,thuỷ thủ,1
VSL,thuỷ điện,3
VSL,thành công,1
VSL,thành lập,4
VSL,thành thạo,1
VSL,thành thị,1
VSL,thành viên,1
VSL,thác,1
VSL,thái độ,3
VSL,thám tử,1
VSL,thán phục,1
VSL,tháng,3
VSL,thánh địa Mỹ Sơn,1
VSL,tháo gỡ,1
VSL,tháp,1
VSL,tháp Rùa,1
VSL,thâm quầng mắt,1
VSL,thân cây,3
VSL,thân hình,1
VSL,thân thiết,1
VSL,thân thiện,1
VSL,thèm,1
VSL,thèm rỏ dãi,1
VSL,thét,1
VSL,thêm,1
VSL,thêu,2
VSL,thì thầm,1
VSL,thìa,3
VSL,thí nghiệm,1
VSL,thích nghi,1
VSL,thích thú,3
VSL,thím,1
VSL,thóc (gạo),1
VSL,thói quen,3
VSL,thông báo,1
VSL,thông cảm,1
VSL,thông minh,3
VSL,thông qua,1
VSL,thông thường,1
VSL,thông tin,3
VSL,thù lao,1
VSL,thùng,1
VSL,thú dữ,3
VSL,thú y,3
VSL,thúc đẩy,1
VSL,thăm hỏi,3
VSL,thăng bằng,1
VSL,thơm,3
VSL,thư giãn,1
VSL,thương (số),1
VSL,thương mại,1
VSL,thương yêu,6
VSL,thường xuyên,4
VSL,thả diều,1
VSL,thả mồi,1
VSL,thản nhiên,1
VSL,thấp hơn,1
VSL,thấp nhất,1
VSL,thần chết,1
VSL,thần kinh,1
VSL,thần kì,1
VSL,thầy cô,3
VSL,thầy cúng,1
VSL,thầy giáo,3
VSL,thận,1
VSL,thập thò,1
VSL,thật thà,1
VSL,thắc mắc,1
VSL,thắng lợi,1
VSL,thắp đèn,1
VSL,thẳng hàng (Toán học),1
VSL,thẳng tắp,1
VSL,thẻ,1
VSL,thế hệ,1
VSL,thế nào?,3
VSL,thề,1
VSL,thềm,1
VSL,thị giác,1
VSL,thị lực,1
VSL,thịnh vượng,1
VSL,thối,1
VSL,thống nhất,1
VSL,thống nhất đất nước,1
VSL,thổ dân,1
VSL,thổi,1
VSL,thổi bóng,1
VSL,thổi kèn,1
VSL,thờ cúng,1
VSL,thời gian biểu,1
VSL,thở,1
VSL,thở dài,1
VSL,thợ kim hoàn,1
VSL,thợ rèn,1
VSL,thợ thêu,1
VSL,thụ phấn (hoa),1
VSL,thủ công,3
VSL,thủ tướng,3
VSL,thủng,1
VSL,thủy chung,1
VSL,thứ tự,1
VSL,thừa,3
VSL,thực hiện,1
VSL,thực hành,1
VSL,thực phẩm,1
VSL,thực sự,1
VSL,thực tế,1
VSL,thực vật,1
VSL,ti hí mắt,1
VSL,tia chớp,1
VSL,tia nắng,1
VSL,tia số,1
VSL,tim,1
VSL,tin cậy,1
VSL,tin học,1
VSL,tin nhắn,1
VSL,tin tức,1
VSL,tinh mắt,1
VSL,tinh trùng,1
VSL,tiêm,1
VSL,tiêu cực,1
VSL,tiêu diệt,1
VSL,tiêu hoá,1
VSL,tiếc,3
VSL,tiến bộ,1
VSL,tiến sĩ,1
VSL,tiếng Anh,3
VSL,tiếng nói,1
VSL,tiếp nhận,1
VSL,tiếp theo,1
VSL,tiếp thu,1
VSL,tiếp tân,1
VSL,tiếp tục,3
VSL,tiết kiệm,3
VSL,tiểu học,1
VSL,tiệc,1
VSL,tiện nghi,1
VSL,to lớn,1
VSL,toa lét,1
VSL,toa xe,3
VSL,toà án,3
VSL,toàn cầu,1
VSL,trang phục,1
VSL,trang trí,1
VSL,trang điểm,1
VSL,tranh luận,1
VSL,trao tặng,1
VSL,tre,3
VSL,tri kỉ,1
VSL,triều cường,1
VSL,triều đình,1
VSL,triệu phú,1
VSL,trong khoảng,1
VSL,trong ngoài,3
VSL,trong suốt,1
VSL,trong sáng,1
VSL,trung bình,1
VSL,trung thành,1
VSL,trung tâm,1
VSL,trung điểm,1
VSL,trung ương,1
VSL,truyền dịch,1
VSL,truyền thông,1
VSL,truyền thống,1
VSL,trà,1
VSL,trà nóng,1
VSL,trà sữa,1
VSL,trà đá,1
VSL,tràn ngập (nước),1
VSL,trách mắng,1
VSL,trách nhiệm,1
VSL,trái nghĩa,2
VSL,tránh thai,1
VSL,trêu,1
VSL,trêu tức,1
VSL,trình bày,1
VSL,trình độ,1
VSL,trí khôn,1
VSL,trí thức,1
VSL,trò chơi,1
VSL,tròn,1
VSL,tròn trịa (mặt),1
VSL,trói tay,1
VSL,trông chờ,3
VSL,trông coi,1
VSL,trông nhà,1
VSL,trông nom,3
VSL,trùm chăn,1
VSL,trú mưa,1
VSL,trúng thưởng,1
VSL,trúng tuyển,3
VSL,trăng,3
VSL,trưng bày,1
VSL,trước,3
VSL,trường PTCS (cấp 2),3
VSL,trường THPT ( cấp 3),3
VSL,trường hợp,1
VSL,trường mầm non,3
VSL,trường tiểu học,2
VSL,trưởng nhóm,1
VSL,trưởng thành,1
VSL,trại giam,1
VSL,trạm xe buýt,1
VSL,trạm y tế,1
VSL,trả (đt),1
VSL,trả lời,1
VSL,trả thù,1
VSL,trầm trồ,1
VSL,trần nhà,1
VSL,trắng muốt,3
VSL,trắng tay,1
VSL,trẻ con/con nít,3
VSL,trọc đầu,3
VSL,trọng nam khinh nữ,1
VSL,trọng tài,1
VSL,trốn chạy,3
VSL,trốn tìm,1
VSL,trống,1
VSL,trống (không có gì),1
VSL,trộm cắp,1
VSL,trộn (đt),1
VSL,trở thành,1
VSL,trục hoành,1
VSL,trục tung,1
VSL,trục xuất,1
VSL,trụi lá,3
VSL,trứng,3
VSL,trực nhật,1
VSL,trực tiếp,1
VSL,tung tăng,1
VSL,tuyên bố,1
VSL,tuyên ngôn,1
VSL,tuyên truyền,1
VSL,tuyệt vọng,1
VSL,tuân lệnh,1
VSL,tuân thủ,1
VSL,tuần,3
VSL,tuần lễ người Điếc thế giới,3
VSL,tuần này,3
VSL,tuần sau,3
VSL,tuần trăng mật,1
VSL,tuần trước,3
VSL,tuốt lúa,1
VSL,tuổi thơ,1
VSL,tuổi thơ ấu,1
VSL,tuỷ sống,1
VSL,tài giỏi,1
VSL,tài năng,1
VSL,tài trợ,1
VSL,tàu hoả,3
VSL,tàu ngầm,1
VSL,tàu thuyền,1
VSL,tàu thủy,1
VSL,tác dụng,1
VSL,tác giả,1
VSL,tác phẩm,1
VSL,tác động,2
VSL,tách,1
VSL,tách lớp,1
VSL,tái phát,1
VSL,tái phạm,3
VSL,tán thành,1
VSL,tát,1
VSL,tâm thần,1
VSL,tên là gì?,2
VSL,tên riêng,1
VSL,tìm hiểu,3
VSL,tình cảm,1
VSL,tình cờ,1
VSL,tình huống,1
VSL,tình yêu,1
VSL,tí hon,1
VSL,tích (số),1
VSL,tích cực,1
VSL,tím tái,1
VSL,tính,1
VSL,tính chất,1
VSL,tính chất bằng nhau,1
VSL,tính chất cơ bản của phân số,1
VSL,tính chất giao hoán,1
VSL,tính chất kết hợp,1
VSL,tính cách,1
VSL,tính nhẩm,1
VSL,tính toán,1
VSL,tính từ,1
VSL,tò mò,2
VSL,tòa soạn,1
VSL,tóc dài,1
VSL,tóc dựng đứng,1
VSL,tóc ngắn,3
VSL,tóc xoăn,1
VSL,tóm cổ,1
VSL,tóm lược,1
VSL,tóm tắt,1
VSL,tô màu,3
VSL,tôi yêu bạn,3
VSL,tôi yêu bạn ấy,1
VSL,tôm hùm,1
VSL,tôn thờ,1
VSL,tôn trọng,2
VSL,tù giam,1
VSL,túm tóc,1
VSL,tăm,1
VSL,tĩnh lặng,1
VSL,tươi cười,1
VSL,tương lai,1
VSL,tương ớt,3
VSL,tương ứng,1
VSL,tưới cây,3
VSL,tưởng,1
VSL,tưởng tượng,4
VSL,tượng,1
VSL,tượng đài,1
VSL,tạm biệt,1
VSL,tạo dáng,1
VSL,tạo thành,1
VSL,tải về,1
VSL,tấm lòng,1
VSL,tấm vải,3
VSL,tấn công,1
VSL,tẩy chay,1
VSL,tận số,1
VSL,tập hợp (Toán học),1
VSL,tập hợp rỗng,1
VSL,tập làm văn,1
VSL,tập thể,1
VSL,tập thể dục,2
VSL,tập trung,1
VSL,tập viết,1
VSL,tặc lưỡi,1
VSL,tỉ lệ,1
VSL,tỉ mỉ,1
VSL,tỉ số,1
VSL,tỉ số phần trăm,1
VSL,tỉnh,1
VSL,tỉnh táo,1
VSL,tỏa hương,1
VSL,tống tiền,1
VSL,tồn tại,1
VSL,tổ chim,1
VSL,tổ tiên,1
VSL,tổ trưởng,1
VSL,tổng (số),1
VSL,tổng hợp,1
VSL,tổng kết/bế giảng,3
VSL,tổng thống,3
VSL,tờ báo,3
VSL,tờ giấy,3
VSL,tờ tiền,1
VSL,tụ tập,1
VSL,tủi thân,1
VSL,từ bỏ,1
VSL,từ chối,3
VSL,từ ngữ,1
VSL,từ phải sang trái,1
VSL,từ trái nghĩa,3
VSL,từ trái sang phải,1
VSL,từ đồng âm,1
VSL,tự (tự làm),1
VSL,tự do,3
VSL,tự giác,1
VSL,tự hào,1
VSL,tự lập,3
VSL,tự tin,3
VSL,tự trọng,1
VSL,tự vệ,3
VSL,u,1
VSL,u ám ( trời u ám),1
VSL,ung dung,1
VSL,ung thư,3
VSL,uốn,1
VSL,uốn cong,1
VSL,uốn dẻo,1
VSL,uốn tóc,1
VSL,v,1
VSL,va chạm,1
VSL,va li,1
VSL,vai,1
VSL,vai trò,1
VSL,vi khuẩn,1
VSL,viết lia lịa,1
VSL,việc làm,1
VSL,viện bảo tàng,1
VSL,viện nghiên cứu,1
VSL,vua Hùng,1
VSL,vui chơi,3
VSL,vui mừng,3
VSL,vui sướng,3
VSL,vui tính,1
VSL,vun đắp,1
VSL,vuông góc,1
VSL,vuốt tóc,1
VSL,vàng (kim loại),1
VSL,vàng bạc,1
VSL,vào,1
VSL,vào lớp,1
VSL,vào mùa,2
VSL,vá quần áo,1
VSL,vá xe,1
VSL,vác,1
VSL,vái lạy,1
VSL,vái tứ phương,1
VSL,vây bắt,1
VSL,vé,1
VSL,vênh váo,1
VSL,vì sao?,3
VSL,ví dụ,3
VSL,vòi nước,1
VSL,vòi voi,1
VSL,vòm lá,1
VSL,vòng cung,1
VSL,vòng nguyệt quế,1
VSL,vòng quanh Trái Đất,1
VSL,vòng tròn,1
VSL,vòng đeo tay,1
VSL,vòng đời,1
VSL,vô duyên,3
VSL,vô lo vô nghĩ,1
VSL,vô lí,1
VSL,vô tâm,1
VSL,vô tình,1
VSL,vô tư,1
VSL,vô ý,1
VSL,vô ý thức,1
VSL,võ thuật,1
VSL,võng (cái võng),1
VSL,vùng vẫy (dành cho người),1
VSL,văn,1
VSL,văn bản,1
VSL,văn nghệ,3
VSL,vĩ cầm,1
VSL,vĩ đại,1
VSL,vũ công,1
VSL,vũ trụ,1
VSL,vườn thú,1
VSL,vượt trội,1
VSL,vạch trần,1
VSL,vạch xuất phát,1
VSL,vạm vỡ,1
VSL,vạt áo,1
VSL,vải lụa,3
VSL,vấn đề,3
VSL,vầng trăng,2
VSL,vẫn,3
VSL,vẫy tay,1
VSL,vẫy vùng (cá),1
VSL,vận chuyển,1
VSL,vận tốc,1
VSL,vận động,1
VSL,vật,1
VSL,vật nuôi,3
VSL,vắn tắt,1
VSL,vắng,3
VSL,vắng lặng,1
VSL,vắt cam,1
VSL,vắt chanh,1
VSL,vết thương,1
VSL,về (Sài Gòn),1
VSL,về 2 (Miền Bắc),2
VSL,về 3 (đi về),1
VSL,về 4 (từ nơi khác về),1
VSL,về 5 (về nhà),1
VSL,vệ sinh cá nhân,1
VSL,vị ngữ,1
VSL,vị trí,1
VSL,vịnh,1
VSL,vịnh Hạ Long,1
VSL,vịt quay,1
VSL,vỏ,1
VSL,vồ,1
VSL,vỗ cánh,1
VSL,vỗ tay,1
VSL,vỗ về,1
VSL,vội vã,1
VSL,vớt,1
VSL,vở chèo,1
VSL,vỡ,1
VSL,vỡ lòng,1
VSL,vợt cầu lông,1
VSL,vững chắc,1
VSL,vực sâu,1
VSL,w,1
VSL,x,3
VSL,xa cách,1
VSL,xa vô tận,1
VSL,xa xôi,1
VSL,xanh xao,3
VSL,xe ben,1
VSL,xe container,1
VSL,xe cảnh sát,3
VSL,xe cẩu,1
VSL,xe cứu hỏa,2
VSL,xe cứu thương,1
VSL,xe khách,3
VSL,xe lam,1
VSL,xe lu,1
VSL,xe máy,1
VSL,xe tải,1
VSL,xe đạp,1
VSL,xem,3
VSL,xem xét,1
VSL,xem đã,1
VSL,xen,1
VSL,xin lỗi,1
VSL,xinh,1
VSL,xinh xắn,1
VSL,xoa đầu,1
VSL,xoá bỏ,1
VSL,xoáy,1
VSL,xu (tiền),1
VSL,xui xẻo,1
VSL,xung phong,1
VSL,xung quanh nhà,1
VSL,xung đột,1
VSL,xuyên Việt,1
VSL,xuất hiện,3
VSL,xuất khẩu,1
VSL,xuống,1
VSL,xà phòng,3
VSL,xà phòng giặt,3
VSL,xào,1
VSL,xác chết,1
VSL,xác định,1
VSL,xách nặng,1
VSL,xách túi,1
VSL,xâm hại tình dục,1
VSL,xâm lược,1
VSL,xây,3
VSL,xây nhà,1
VSL,xã,1
VSL,xã hội,3
VSL,xé rách,1
VSL,xì hơi (đánh rắm),2
VSL,xích đạo,1
VSL,xóa bảng,1
VSL,xóm làng,1
VSL,xô,1
VSL,xôi,1
VSL,xôi gà,1
VSL,xôi gấc,1
VSL,xông hơi,1
VSL,xúc xắc,1
VSL,xăm,1
VSL,xăng,1
VSL,xăng-ti-mét (cm),1
VSL,xăng-ti-mét-khối (cm3),1
VSL,xăng-ti-mét-vuông (cm2),1
VSL,xưa,3
VSL,xương rồng,1
VSL,xả rác,1
VSL,xảy ra,1
VSL,xẻng,1
VSL,xếp,1
VSL,xếp hàng,1
VSL,xếp hàng dọc,1
VSL,xếp hàng ngang,1
VSL,xếp hàng ưu tiên,1
VSL,xếp hình,1
VSL,xịt côn trùng,1
VSL,xứ Nghệ,1
VSL,xử lý,1
VSL,y,1
VSL,y tế,1
VSL,yên bình,1
VSL,yên lòng,1
VSL,yên ngựa,1
VSL,yên tâm,1
VSL,yêu cầu,3
VSL,yêu mến (yêu quí),3
VSL,yêu nước Việt Nam,1
VSL,yếm,1
VSL,yếu,3
VSL,yếu tố,1
VSL,z,1
VSL,Âu Cơ,1
VSL,Ê Đê,1
VSL,Ê-ti-ô-pi-a (nước Ê-ti-ô-pi-a),1
VSL,Ô-lim-píc,1
VSL,ác,1
VSL,ác cảm,1
VSL,ác mộng,1
VSL,ác độc,1
VSL,áo,1
VSL,áo cánh,1
VSL,áo kẻ sọc,1
VSL,áo len,1
VSL,áo phao,1
VSL,áo phông,3
VSL,áo đồng phục,3
VSL,áo ấm,1
VSL,áp phích,1
VSL,â,3
VSL,âm thanh,1
VSL,ân hận,3
VSL,ê,3
VSL,ích lợi,1
VSL,ít,1
VSL,ít hơn,1
VSL,ít nhất,1
VSL,óc,1
VSL,ô,3
VSL,ô nhiễm,1
VSL,ô tô,1
VSL,ô ăn quan,1
VSL,ôm,1
VSL,ôn luyện,1
VSL,ôn tập,1
VSL,ông bà,3
VSL,ông già,1
VSL,ông ngoại,3
VSL,ông nội,3
VSL,úp,1
VSL,ý chí,1
VSL,ý nghĩa,3
VSL,ý thức,1
VSL,ý tưởng,1
VSL,ă,3
VSL,ăn bám,1
VSL,ăn cóc,1
VSL,ăn diện,1
VSL,ăn hối lộ,1
VSL,ăn uống,1
VSL,ăn vú sữa,1
VSL,ăn vú sữa (bằng thìa),1
VSL,ăn vặt,1
VSL,ăn vụng,1
VSL,ăn vừa,1
VSL,ăn xin,1
VSL,ăn ít,1
VSL,ăn đủ,1
VSL,Điện Biên Phủ,1
VSL,Đu Bai (nước Đu Bai),1
VSL,Đông Dương,1
VSL,Đông Nam,1
VSL,Đông Nam Á,1
VSL,Đông Timor (nước Đông Timor),1
VSL,Đảng,1
VSL,Đắk Lắk,1
VSL,Đặng Văn Ngữ,1
VSL,Đền Hùng,1
VSL,Đồng Nai,1
VSL,Đồng Tháp Mười,1
VSL,đ,1
VSL,đan,1
VSL,đau bụng,1
VSL,đau chân,1
VSL,đau mắt,1
VSL,đau mắt đỏ,1
VSL,đau tai,1
VSL,đau tay,1
VSL,đen láy (như đen nhánh),3
VSL,đen đủi,1
VSL,đeo kính,1
VSL,đi,1
VSL,đi dạo,3
VSL,đi học,1
VSL,"đi lạc (đường, rừng..)",1
VSL,đi tuần,1
VSL,đi vệ sinh,1
VSL,đinh,1
VSL,điêu khắc,1
VSL,điều hòa,2
VSL,điều khiển,1
VSL,điều kiện,1
VSL,điều phối,2
VSL,điều tra,1
VSL,điều trị,1
VSL,điểm ở giữa đoạn thẳng,1
VSL,điện,3
VSL,điện thoại,1
VSL,đo,1
VSL,đoàn cải lương,1
VSL,đoàn thanh niên,1
VSL,đoàn tụ,1
VSL,đoán,1
VSL,đoạn thơ,1
VSL,đoạn thẳng,1
VSL,đoạn văn,1
VSL,đua ngựa,1
VSL,đua thuyền,1
VSL,đua xe máy,1
VSL,đua đòi,1
VSL,đun nấu,1
VSL,đuôi,1
VSL,đuôi chuột,1
VSL,đuôi cá,1
VSL,đuốc,1
VSL,đài sen,1
VSL,đàn bướm,1
VSL,đàn bầu,1
VSL,đàn ghi ta,1
VSL,đàn kiến,1
VSL,đàn tơ-rưng,1
VSL,đàn xê lô đại vĩ cầm,1
VSL,đàng hoàng,1
VSL,đàng ngoài,1
VSL,đàng trong,1
VSL,đào tạo,1
VSL,đá bóng,1
VSL,đám ma,1
VSL,đám mây,1
VSL,đáng quý,1
VSL,đánh,1
VSL,đánh bắt,1
VSL,đánh cầu lông,1
VSL,đánh giá,1
VSL,đánh răng,2
VSL,đánh trống,1
VSL,đèn báo giao thông,3
VSL,đèn lồng,1
VSL,đèn pin,3
VSL,đèn vàng,3
VSL,đèn xanh,3
VSL,đèn ông sao,1
VSL,đèn điện,3
VSL,đèn đỏ,1
VSL,đèo,1
VSL,đèo Hải Vân,3
VSL,đích,1
VSL,đòi,1
VSL,đòi hỏi,1
VSL,đói không?,1
VSL,đón,1
VSL,đón tiếp,1
VSL,đóng cửa,1
VSL,đóng dấu,1
VSL,đóng góp,1
VSL,đô thị,1
VSL,đôi chân,1
VSL,đôi dép,1
VSL,đôi tay,1
VSL,đôi/cặp,1
VSL,đông lạnh,1
VSL,đùa,3
VSL,đùm bọc,1
VSL,đúng không?,3
VSL,đăng ký,1
VSL,đăng nhập,1
VSL,đĩa,1
VSL,đĩa DVD,1
VSL,đũa,1
VSL,đơn giản,1
VSL,đưa đón,1
VSL,đường Nguyễn Huệ,1
VSL,đường biên giới,1
VSL,đường bộ,1
VSL,đường cao,1
VSL,đường chéo,1
VSL,đường chỉ tay,1
VSL,đường hàng không,1
VSL,đường hầm,1
VSL,đường kính,1
VSL,đường ray xe lửa,1
VSL,đường sắt,1
VSL,đường thuỷ,1
VSL,đường thẳng,1
VSL,đường tròn,1
VSL,đại diện,3
VSL,đại dương,1
VSL,đại số,1
VSL,đại sứ,1
VSL,đại tá,1
VSL,đại tướng,1
VSL,đại úy,1
VSL,đạn,1
VSL,đạo diễn,1
VSL,đảm nhiệm,1
VSL,đảo,1
VSL,đảo Hoàng Sa,1
VSL,đảo Lý Sơn,1
VSL,đảo Phú Quốc,1
VSL,đảo Trường Sa,1
VSL,đất,1
VSL,đất màu mỡ,1
VSL,đất nước bị chia cắt (Việt Nam),1
VSL,đất nặn,1
VSL,đất ruộng,1
VSL,đất trồng cây,1
VSL,đấu tranh,1
VSL,đấu vật,1
VSL,đầu gối,1
VSL,đầu hàng,1
VSL,đầu tiên,1
VSL,đầu tàu,1
VSL,đầu tư,1
VSL,đầu xuôi đuôi lọt,1
VSL,đầy,1
VSL,đầy tớ,1
VSL,đầy đủ,1
VSL,đẩy,1
VSL,đập,1
VSL,đắt đỏ,1
VSL,đằng sau,1
VSL,đằng trước,1
VSL,đặc biệt,4
VSL,đặc điểm,1
VSL,đặt,1
VSL,đẹp không?,3
VSL,đẹp không? (người),3
VSL,đẹp mê hồn,1
VSL,đẹp đẽ (như đẹp),1
VSL,đếm,1
VSL,đề nghị,3
VSL,đề phòng,1
VSL,đề tài,1
VSL,đề-ca-mét (dam),1
VSL,đề-ca-mét vuông (dam2),1
VSL,đề-xi-mét (dm),1
VSL,đề-xi-mét khối (dm3),1
VSL,đề-xi-mét vuông (dm2),1
VSL,đền,1
VSL,đều đặn,1
VSL,để (đặt),1
VSL,đệm,1
VSL,đỉnh,1
VSL,đỉnh núi,1
VSL,địa chỉ,3
VSL,địa cầu,1
VSL,địa hình,1
VSL,địa lí,1
VSL,địa điểm,1
VSL,địa đạo Củ Chi,1
VSL,định vị,1
VSL,đọc sách,1
VSL,đỏ thắm,1
VSL,đối diện,1
VSL,đối thoại,1
VSL,đối tượng,1
VSL,đối xứng,1
VSL,đối xử,1
VSL,đồ chơi,1
VSL,đồ dùng dạy học,1
VSL,đồ dùng học tập,1
VSL,đồ uống,1
VSL,đồ ăn,1
VSL,đồn công an,1
VSL,đồng bào,1
VSL,đồng bằng,1
VSL,đồng bằng duyên hải miền Trung,1
VSL,đồng bằng sông Cửu Long,1
VSL,đồng bằng sông Hồng,1
VSL,đồng hồ,1
VSL,đồng lúa,1
VSL,đồng phục,3
VSL,đồng ruộng,1
VSL,đồng tiền,1
VSL,đổ nước,1
VSL,đổi,1
VSL,đổi mới,1
VSL,độc hại,1
VSL,độc lập,1
VSL,đội thiếu niên,1
VSL,đội trưởng,1
VSL,động cơ,1
VSL,động viên,1
VSL,đỡ,1
VSL,đợi,3
VSL,đứng nghiêm,1
VSL,đứng đầu (hàng đầu),1
VSL,đựng,1
VSL,ơ,1
VSL,ư,1
VSL,ưu tiên,3
VSL,ưu điểm,1
VSL,Ả Rập (nước Ả Rập),1
VSL,ảo thuật,1
VSL,ấm no,1
VSL,ấm trà,1
VSL,ấm áp,1
VSL,ấm đun nước,1
VSL,ấn,1
VSL,ấn tượng,1
VSL,ầm ĩ,1
VSL,ẩm mốc,1
VSL,ẩm ướt,1
